Date,ON,1M,2M,3M,6M
2020-01-02,1.5400,1.5510,1.5610,1.5640,1.5575
2020-01-03,1.5500,1.5540,1.5695,1.5730,1.5570
2020-01-06,1.5500,1.5510,1.5795,1.5820,1.5810
2020-01-07,1.5600,1.5725,1.5843,1.5840,1.5620
2020-01-08,1.5500,1.5720,1.5795,1.5850,1.5725
2020-01-09,1.5500,1.5705,1.5810,1.5837,1.5705
2020-01-10,1.5500,1.5690,1.5813,1.5850,1.5720
2020-01-13,1.5400,1.5822,1.5875,1.5911,1.5790
2020-01-14,1.5500,1.5750,1.5805,1.5858,1.5758
2020-01-15,1.5600,1.5745,1.5807,1.5873,1.5772
2020-01-16,1.5500,1.5741,1.5785,1.5859,1.5745
2020-01-17,1.5400,1.5773,1.5815,1.5855,1.5743
2020-01-21,1.5400,1.5745,1.5785,1.5798,1.5635
2020-01-22,1.5400,1.5715,1.5785,1.5830,1.5675
2020-01-23,1.5400,1.5780,1.5809,1.5850,1.5521
2020-01-24,1.5300,1.5835,1.5820,1.5840,1.5580
2020-01-27,1.5300,1.5755,1.5755,1.5729,1.5380
2020-01-28,1.5300,1.5800,1.5810,1.5815,1.5525
2020-01-29,1.5300,1.5875,1.5860,1.5820,1.5470
2020-01-30,1.5800,1.5865,1.5875,1.5801,1.5400
2020-01-31,1.6000,1.5859,1.5689,1.5526,1.4814
2020-02-03,1.5900,1.5880,1.5815,1.5720,1.5135
2020-02-04,1.6000,1.5885,1.5850,1.5800,1.5334
2020-02-05,1.5900,1.5900,1.5890,1.5791,1.5505
2020-02-06,1.5900,1.5910,1.5855,1.6090,1.5440
2020-02-07,1.5800,1.5865,1.5835,1.5666,1.5265
2020-02-10,1.5800,1.5790,1.5730,1.5569,1.5115
2020-02-11,1.5800,1.5960,1.5755,1.5649,1.5210
2020-02-12,1.5700,1.5786,1.5746,1.5644,1.5259
2020-02-13,1.5700,1.5821,1.5736,1.5601,1.5145
2020-02-14,1.5800,1.5826,1.5680,1.5530,1.5021
2020-02-18,1.6000,1.5793,1.5680,1.5517,1.4952
2020-02-19,1.5900,1.5820,1.5787,1.5644,1.5121
2020-02-20,1.6000,1.5807,1.5760,1.5569,1.4975
2020-02-21,1.5800,1.5829,1.5730,1.5534,1.4748
2020-02-24,1.5800,1.5810,1.5465,1.5220,1.4145
2020-02-25,1.5900,1.5719,1.5530,1.5109,1.3980
2020-02-26,1.5800,1.5500,1.5322,1.4778,1.3457
2020-02-27,1.5800,1.4800,1.4290,1.3600,1.2095
2020-02-28,1.6000,1.3855,1.3050,1.2360,1.0745
2020-03-02,1.5900,1.2601,1.1961,1.1164,0.9690
2020-03-03,1.6400,0.9630,0.8790,0.8250,0.6695
2020-03-04,1.2300,0.9888,0.8959,0.8197,0.6866
2020-03-05,1.1200,0.7800,0.7338,0.6638,0.5391
2020-03-06,1.1000,0.6845,0.6170,0.5460,0.4295
2020-03-09,1.0900,0.5090,0.3940,0.3300,0.2340
2020-03-10,1.1100,0.5340,0.4720,0.4590,0.3345
2020-03-11,1.1500,0.4148,0.3340,0.2829,0.2156
2020-03-12,1.2000,0.2250,0.1950,0.1860,0.1347
2020-03-13,1.1000,0.2375,0.1976,0.1760,0.1503
2020-03-16,0.2600,0.1451,0.1379,0.1321,0.1164
2020-03-17,0.5400,0.1527,0.1419,0.1355,0.1294
2020-03-18,0.1000,0.1592,0.1431,0.1338,0.1225
2020-03-19,0.0600,0.1079,0.1109,0.1118,0.1045
2020-03-20,0.0400,0.1356,0.1062,0.1006,0.0847
2020-03-23,0.0200,0.0616,0.0638,0.0653,0.0638
2020-03-24,0.0100,0.0552,0.0628,0.0664,0.0700
2020-03-25,0.0100,0.0436,0.0570,0.0551,0.0578
2020-03-26,0.0100,0.0380,0.0465,0.0501,0.0484
2020-03-27,0.0100,0.0445,0.0511,0.0536,0.0471
2020-03-30,0.0100,0.0438,0.0520,0.0576,0.0628
2020-03-31,0.0100,0.0460,0.0530,0.0583,0.0634
2020-04-01,0.0100,0.0505,0.0548,0.0606,0.0647
2020-04-02,0.0100,0.0530,0.0600,0.0662,0.0705
2020-04-03,0.0100,0.0440,0.0515,0.0598,0.0630
2020-04-06,0.0100,0.0487,0.0612,0.0682,0.0711
2020-04-07,0.0100,0.0493,0.0621,0.0656,0.0655
2020-04-08,0.0100,0.0514,0.0598,0.0646,0.0644
2020-04-09,0.0100,0.0598,0.0670,0.0701,0.0653
2020-04-13,0.0200,0.0659,0.0724,0.0762,0.0707
2020-04-14,0.0600,0.0647,0.0734,0.0783,0.0751
2020-04-15,0.0300,0.0580,0.0670,0.0733,0.0721
2020-04-16,0.0300,0.0592,0.0674,0.0730,0.0715
2020-04-17,0.0300,0.0505,0.0575,0.0630,0.0616
2020-04-20,0.0200,0.0403,0.0484,0.0562,0.0597
2020-04-21,0.0100,0.0392,0.0458,0.0507,0.0527
2020-04-22,0.0100,0.0415,0.0482,0.0537,0.0566
2020-04-23,0.0100,0.0486,0.0552,0.0580,0.0562
2020-04-24,0.0300,0.0492,0.0518,0.0523,0.0522
2020-04-27,0.0300,0.0466,0.0515,0.0534,0.0510
2020-04-28,0.0100,0.0395,0.0462,0.0470,0.0477
2020-04-29,0.0100,0.0220,0.0280,0.0310,0.0360
2020-04-30,0.0400,0.0252,0.0281,0.0282,0.0309
2020-05-01,0.0300,0.0305,0.0327,0.0321,0.0318
2020-05-04,0.0500,0.0319,0.0352,0.0346,0.0340
2020-05-05,0.0500,0.0520,0.0513,0.0485,0.0443
2020-05-06,0.0500,0.0530,0.0543,0.0492,0.0425
2020-05-07,0.0500,0.0713,0.0625,0.0573,0.0450
2020-05-08,0.0600,0.0660,0.0605,0.0573,0.0512
2020-05-11,0.0600,0.0675,0.0649,0.0619,0.0561
2020-05-12,0.0600,0.0692,0.0704,0.0685,0.0617
2020-05-13,0.0400,0.0532,0.0604,0.0607,0.0571
2020-05-14,0.0200,0.0568,0.0620,0.0620,0.0575
2020-05-15,0.0500,0.0526,0.0593,0.0597,0.0576
2020-05-18,0.0400,0.0578,0.0662,0.0677,0.0656
2020-05-19,0.0400,0.0535,0.0628,0.0645,0.0634
2020-05-20,0.0100,0.0463,0.0539,0.0548,0.0541
2020-05-21,0.0200,0.0304,0.0463,0.0505,0.0511
2020-05-22,0.0400,0.0674,0.0649,0.0633,0.0584
2020-05-26,0.0600,0.0665,0.0765,0.0738,0.0666
2020-05-27,0.0600,0.0578,0.0660,0.0682,0.0646
2020-05-28,0.0600,0.0700,0.0728,0.0729,0.0678
2020-05-29,0.0600,0.0676,0.0696,0.0691,0.0630
2020-06-01,0.0600,0.0708,0.0714,0.0708,0.0668
2020-06-02,0.0700,0.0745,0.0746,0.0742,0.0688
2020-06-03,0.0600,0.0792,0.0795,0.0777,0.0717
2020-06-04,0.0700,0.0817,0.0790,0.0772,0.0737
2020-06-05,0.0700,0.0782,0.0763,0.0748,0.0735
2020-06-08,0.0700,0.0912,0.0878,0.0842,0.0800
2020-06-09,0.0800,0.0872,0.0849,0.0826,0.0778
2020-06-10,0.0700,0.0844,0.0812,0.0733,0.0703
2020-06-11,0.0800,0.1115,0.1082,0.1054,0.0966
2020-06-12,0.0800,0.1040,0.0991,0.0969,0.0912
2020-06-15,0.0900,0.1098,0.1023,0.1023,0.0967
2020-06-16,0.0900,0.1051,0.1028,0.1004,0.0935
2020-06-17,0.0900,0.0937,0.0907,0.0874,0.0814
2020-06-18,0.0900,0.0901,0.0851,0.0795,0.0776
2020-06-19,0.0900,0.0894,0.0836,0.0803,0.0747
2020-06-22,0.0800,0.0940,0.0843,0.0780,0.0723
2020-06-23,0.0700,0.0857,0.0797,0.0759,0.0700
2020-06-24,0.0800,0.0771,0.0740,0.0711,0.0674
2020-06-25,0.0900,0.0767,0.0732,0.0708,0.0662
2020-06-26,0.0800,0.0740,0.0715,0.0697,0.0628
2020-06-29,0.0800,0.0741,0.0686,0.0664,0.0617
2020-06-30,0.1000,0.0719,0.0673,0.0647,0.0602
2020-07-01,0.1100,0.0780,0.0709,0.0710,0.0650
2020-07-02,0.1100,0.0759,0.0767,0.0769,0.0726
2020-07-06,0.1000,0.0940,0.0910,0.0864,0.0798
2020-07-07,0.1000,0.0897,0.0855,0.0848,0.0760
2020-07-08,0.1000,0.0882,0.0826,0.0806,0.0737
2020-07-09,0.1000,0.0876,0.0830,0.0815,0.0746
2020-07-10,0.1000,0.0913,0.0890,0.0838,0.0752
2020-07-13,0.1000,0.0878,0.0862,0.0832,0.0760
2020-07-14,0.1100,0.0884,0.0878,0.0829,0.0753
2020-07-15,0.1300,0.0872,0.0860,0.0815,0.0740
2020-07-16,0.1200,0.0858,0.0819,0.0803,0.0739
2020-07-17,0.1200,0.0859,0.0826,0.0815,0.0744
2020-07-20,0.1200,0.0899,0.0873,0.0843,0.0758
2020-07-21,0.1100,0.0975,0.0950,0.0860,0.0776
2020-07-22,0.1000,0.0999,0.0932,0.0863,0.0780
2020-07-23,0.1000,0.0890,0.0831,0.0791,0.0733
2020-07-24,0.1000,0.0912,0.0845,0.0800,0.0733
2020-07-27,0.1000,0.0886,0.0830,0.0769,0.0720
2020-07-28,0.1000,0.0871,0.0821,0.0753,0.0705
2020-07-29,0.0900,0.0853,0.0816,0.0761,0.0700
2020-07-30,0.1000,0.0830,0.0744,0.0699,0.0636
2020-07-31,0.1000,0.0779,0.0741,0.0698,0.0628
2020-08-03,0.1000,0.0858,0.0793,0.0723,0.0666
2020-08-04,0.0900,0.0826,0.0786,0.0740,0.0650
2020-08-05,0.0900,0.0804,0.0767,0.0727,0.0668
2020-08-06,0.0900,0.0780,0.0750,0.0729,0.0676
2020-08-07,0.0900,0.0775,0.0744,0.0720,0.0673
2020-08-10,0.0900,0.0975,0.0864,0.0803,0.0731
2020-08-11,0.1000,0.1027,0.0899,0.0826,0.0726
2020-08-12,0.0900,0.0883,0.0844,0.0816,0.0764
2020-08-13,0.0900,0.0925,0.0875,0.0850,0.0789
2020-08-14,0.0900,0.0885,0.0918,0.0888,0.0828
2020-08-17,0.1000,0.0907,0.0893,0.0871,0.0825
2020-08-18,0.0900,0.0977,0.0912,0.0872,0.0818
2020-08-19,0.0900,0.0770,0.0740,0.0740,0.0730
2020-08-20,0.0700,0.0750,0.0730,0.0727,0.0707
2020-08-21,0.0700,0.0745,0.0727,0.0716,0.0694
2020-08-24,0.0800,0.0688,0.0717,0.0722,0.0717
2020-08-25,0.0800,0.0786,0.0789,0.0782,0.0761
2020-08-26,0.0700,0.0755,0.0759,0.0767,0.0755
2020-08-27,0.0700,0.0695,0.0702,0.0704,0.0715
2020-08-28,0.0700,0.0741,0.0741,0.0727,0.0704
2020-08-31,0.0900,0.0740,0.0748,0.0747,0.0730
2020-09-01,0.0900,0.0720,0.0740,0.0739,0.0718
2020-09-02,0.0900,0.0740,0.0760,0.0750,0.0730
2020-09-03,0.1000,0.0736,0.0745,0.0744,0.0707
2020-09-04,0.0900,0.0823,0.0840,0.0809,0.0760
2020-09-08,0.0900,0.0842,0.0843,0.0826,0.0790
2020-09-09,0.0900,0.0822,0.0826,0.0819,0.0804
2020-09-10,0.0900,0.0821,0.0823,0.0816,0.0790
2020-09-11,0.0900,0.0787,0.0780,0.0773,0.0740
2020-09-14,0.0900,0.0780,0.0766,0.0766,0.0750
2020-09-15,0.1000,0.0798,0.0788,0.0770,0.0758
2020-09-16,0.1000,0.0773,0.0758,0.0739,0.0737
2020-09-17,0.1000,0.0773,0.0759,0.0744,0.0727
2020-09-18,0.0900,0.0804,0.0778,0.0754,0.0747
2020-09-21,0.0800,0.0760,0.0745,0.0730,0.0734
2020-09-22,0.0700,0.0742,0.0737,0.0740,0.0714
2020-09-23,0.0600,0.0775,0.0749,0.0734,0.0705
2020-09-24,0.0700,0.0748,0.0727,0.0720,0.0696
2020-09-25,0.0800,0.0763,0.0742,0.0734,0.0702
2020-09-28,0.0800,0.0655,0.0742,0.0738,0.0697
2020-09-29,0.0700,0.0752,0.0722,0.0750,0.0680
2020-09-30,0.0800,0.0734,0.0722,0.0769,0.0694
2020-10-01,0.0800,0.0719,0.0709,0.0760,0.0690
2020-10-02,0.1000,0.0745,0.0722,0.0775,0.0703
2020-10-05,0.0900,0.0791,0.0754,0.0790,0.0719
2020-10-06,0.1000,0.0763,0.0743,0.0785,0.0730
2020-10-07,0.0900,0.0752,0.0752,0.0799,0.0745
2020-10-08,0.0800,0.0750,0.0742,0.0793,0.0738
2020-10-09,0.0900,0.0770,0.0774,0.0797,0.0737
2020-10-13,0.0900,0.0780,0.0757,0.0801,0.0741
2020-10-14,0.0900,0.0798,0.0786,0.0815,0.0755
2020-10-15,0.1000,0.0840,0.0811,0.0848,0.0785
2020-10-16,0.0900,0.0825,0.0816,0.0836,0.0790
2020-10-19,0.0900,0.0814,0.0801,0.0838,0.0789
2020-10-20,0.0800,0.0830,0.0831,0.0847,0.0795
2020-10-21,0.0700,0.0810,0.0832,0.0855,0.0800
2020-10-22,0.0700,0.0825,0.0820,0.0863,0.0811
2020-10-23,0.0800,0.0845,0.0833,0.0864,0.0815
2020-10-26,0.0900,0.0830,0.0806,0.0821,0.0769
2020-10-27,0.0900,0.0835,0.0818,0.0826,0.0789
2020-10-28,0.0800,0.0835,0.0806,0.0826,0.0771
2020-10-29,0.0900,0.0823,0.0866,0.0870,0.0775
2020-10-30,0.0900,0.0825,0.0877,0.0835,0.0803
2020-11-02,0.1100,0.0832,0.0825,0.0800,0.0775
2020-11-03,0.1000,0.0882,0.0900,0.0878,0.0825
2020-11-04,0.1000,0.0899,0.0895,0.0881,0.0815
2020-11-05,0.1100,0.0955,0.0939,0.0897,0.0820
2020-11-06,0.1000,0.0915,0.0921,0.0902,0.0828
2020-11-09,0.1000,0.0890,0.0911,0.1000,0.0830
2020-11-10,0.1000,0.0885,0.0896,0.0900,0.0865
2020-11-12,0.0900,0.0885,0.0890,0.0846,0.0820
2020-11-13,0.0900,0.0850,0.0873,0.0850,0.0820
2020-11-16,0.1000,0.0845,0.0874,0.0856,0.0817
2020-11-17,0.0900,0.0825,0.0847,0.0850,0.0790
2020-11-18,0.0700,0.0780,0.0840,0.0818,0.0789
2020-11-19,0.0600,0.0715,0.0756,0.0742,0.0705
2020-11-20,0.0500,0.0694,0.0711,0.0690,0.0653
2020-11-23,0.0500,0.0696,0.0718,0.0700,0.0657
2020-11-24,0.0700,0.0725,0.0698,0.0690,0.0680
2020-11-25,0.0800,0.0638,0.0709,0.0700,0.0680
2020-11-27,0.0800,0.0780,0.0752,0.0718,0.0690
2020-11-30,0.0900,0.0741,0.0715,0.0700,0.0680
2020-12-01,0.0800,0.0705,0.0693,0.0700,0.0675
2020-12-02,0.0800,0.0735,0.0754,0.0715,0.0690
2020-12-03,0.0800,0.0710,0.0696,0.0700,0.0631
2020-12-04,0.0900,0.0725,0.0720,0.0700,0.0650
2020-12-07,0.0800,0.0654,0.0630,0.0640,0.0600
2020-12-08,0.0700,0.0695,0.0689,0.0658,0.0597
2020-12-09,0.0800,0.0655,0.0624,0.0608,0.0560
2020-12-10,0.0800,0.0690,0.0634,0.0550,0.0595
2020-12-11,0.0800,0.0633,0.0592,0.0600,0.0545
2020-12-14,0.0800,0.0650,0.0619,0.0607,0.0557
2020-12-15,0.0900,0.0695,0.0652,0.0625,0.0570
2020-12-16,0.0900,0.0711,0.0678,0.0659,0.0580
2020-12-17,0.0900,0.0745,0.0700,0.0680,0.0586
2020-12-18,0.0900,0.0730,0.0627,0.0630,0.0561
2020-12-21,0.0900,0.0770,0.0760,0.0630,0.0570
2020-12-22,0.0700,0.0825,0.0745,0.0652,0.0600
2020-12-23,0.0600,0.0653,0.0704,0.0680,0.0583
2020-12-24,0.0800,0.0770,0.0750,0.0700,0.0573
2020-12-28,0.0900,0.0795,0.0740,0.0690,0.0600
2020-12-29,0.1000,0.0790,0.0677,0.0663,0.0610
2020-12-30,0.0900,0.0645,0.0636,0.0618,0.0566
2020-12-31,0.0700,0.0730,0.0690,0.0640,0.0570
2021-01-04,0.1000,0.0715,0.0622,0.0612,0.0576
2021-01-05,0.1100,0.0795,0.0713,0.0654,0.0590
2021-01-06,0.1000,0.0805,0.0718,0.0728,0.0685
2021-01-07,0.1000,0.0785,0.0743,0.0692,0.0663
2021-01-08,0.0900,0.0770,0.0701,0.0677,0.0635
2021-01-11,0.0900,0.0740,0.0702,0.0684,0.0632
2021-01-12,0.0800,0.0765,0.0727,0.0702,0.0671
2021-01-13,0.0800,0.0740,0.0740,0.0699,0.0648
2021-01-14,0.0800,0.0708,0.0720,0.0702,0.0665
2021-01-15,0.0800,0.0694,0.0691,0.0680,0.0630
2021-01-19,0.0700,0.0706,0.0706,0.0697,0.0635
2021-01-20,0.0600,0.0646,0.0630,0.0614,0.0574
2021-01-21,0.0400,0.0625,0.0620,0.0570,0.0545
2021-01-22,0.0500,0.0625,0.0620,0.0591,0.0540
2021-01-25,0.0600,0.0594,0.0578,0.0562,0.0518
2021-01-26,0.0300,0.0525,0.0510,0.0456,0.0460
2021-01-27,0.0300,0.0475,0.0463,0.0431,0.0443
2021-01-28,0.0400,0.0505,0.0492,0.0467,0.0472
2021-01-29,0.0600,0.0375,0.0383,0.0372,0.0408
2021-02-01,0.0700,0.0425,0.0412,0.0412,0.0420
2021-02-02,0.0700,0.0441,0.0433,0.0439,0.0464
2021-02-03,0.0700,0.0420,0.0388,0.0415,0.0425
2021-02-04,0.0500,0.0305,0.0418,0.0345,0.0382
2021-02-05,0.0200,0.0255,0.0350,0.0380,0.0400
2021-02-08,0.0200,0.0290,0.0349,0.0345,0.0411
2021-02-09,0.0500,0.0305,0.0330,0.0380,0.0405
2021-02-10,0.0600,0.0320,0.0350,0.0330,0.0380
2021-02-11,0.0600,0.0310,0.0326,0.0336,0.0380
2021-02-12,0.0500,0.0275,0.0315,0.0335,0.0371
2021-02-16,0.0600,0.0280,0.0340,0.0342,0.0383
2021-02-17,0.0600,0.0260,0.0325,0.0340,0.0390
2021-02-18,0.0300,0.0240,0.0315,0.0341,0.0385
2021-02-19,0.0200,0.0201,0.0265,0.0317,0.0395
2021-02-22,0.0300,0.0265,0.0320,0.0355,0.0440
2021-02-23,0.0100,0.0315,0.0340,0.0388,0.0470
2021-02-24,0.0200,0.0315,0.0373,0.0427,0.0511
2021-02-25,0.0300,0.0325,0.0423,0.0466,0.0540
2021-02-26,0.0100,0.0330,0.0401,0.0470,0.0530
2021-03-01,0.0200,0.0320,0.0375,0.0430,0.0504
2021-03-02,0.0400,0.0355,0.0415,0.0441,0.0517
2021-03-03,0.0400,0.0306,0.0357,0.0413,0.0480
2021-03-04,0.0200,0.0328,0.0384,0.0427,0.0485
2021-03-05,0.0200,0.0301,0.0353,0.0396,0.0460
2021-03-08,0.0200,0.0285,0.0317,0.0361,0.0442
2021-03-09,0.0200,0.0300,0.0350,0.0380,0.0450
2021-03-10,0.0200,0.0320,0.0362,0.0409,0.0480
2021-03-11,0.0100,0.0304,0.0345,0.0385,0.0460
2021-03-12,0.0100,0.0235,0.0276,0.0325,0.0440
2021-03-15,0.0100,0.0257,0.0300,0.0335,0.0450
2021-03-16,0.0100,0.0263,0.0297,0.0355,0.0484
2021-03-17,0.0100,0.0165,0.0182,0.0195,0.0305
2021-03-18,0.0100,0.0161,0.0205,0.0239,0.0335
2021-03-19,0.0100,0.0110,0.0110,0.0143,0.0211
2021-03-22,0.0100,0.0117,0.0135,0.0160,0.0233
2021-03-23,0.0100,0.0115,0.0155,0.0185,0.0262
2021-03-24,0.0100,0.0155,0.0151,0.0185,0.0260
2021-03-25,0.0100,0.0174,0.0173,0.0203,0.0272
2021-03-26,0.0100,0.0183,0.0200,0.0213,0.0297
2021-03-29,0.0100,0.0186,0.0180,0.0210,0.0291
2021-03-30,0.0100,0.0170,0.0159,0.0190,0.0281
2021-03-31,0.0100,0.0141,0.0160,0.0185,0.0290
2021-04-01,0.0100,0.0140,0.0170,0.0190,0.0283
2021-04-05,0.0100,0.0150,0.0177,0.0209,0.0291
2021-04-06,0.0100,0.0169,0.0190,0.0218,0.0295
2021-04-07,0.0100,0.0205,0.0236,0.0285,0.0360
2021-04-08,0.0100,0.0235,0.0275,0.0316,0.0380
2021-04-09,0.0100,0.0203,0.0238,0.0286,0.0350
2021-04-12,0.0100,0.0217,0.0264,0.0305,0.0371
2021-04-13,0.0100,0.0230,0.0261,0.0300,0.0368
2021-04-14,0.0100,0.0234,0.0260,0.0300,0.0368
2021-04-15,0.0100,0.0210,0.0280,0.0303,0.0375
2021-04-16,0.0100,0.0228,0.0282,0.0325,0.0403
2021-04-19,0.0100,0.0209,0.0231,0.0300,0.0381
2021-04-20,0.0100,0.0215,0.0240,0.0300,0.0392
2021-04-21,0.0100,0.0205,0.0241,0.0295,0.0392
2021-04-22,0.0100,0.0216,0.0260,0.0315,0.0398
2021-04-23,0.0100,0.0226,0.0265,0.0302,0.0376
2021-04-26,0.0100,0.0220,0.0262,0.0295,0.0378
2021-04-27,0.0100,0.0236,0.0268,0.0310,0.0404
2021-04-28,0.0100,0.0145,0.0205,0.0245,0.0330
2021-04-29,0.0100,0.0185,0.0261,0.0325,0.0394
2021-04-30,0.0100,0.0210,0.0261,0.0320,0.0384
2021-05-03,0.0100,0.0213,0.0310,0.0370,0.0444
2021-05-04,0.0100,0.0184,0.0279,0.0340,0.0410
2021-05-05,0.0100,0.0199,0.0254,0.0310,0.0372
2021-05-06,0.0100,0.0156,0.0253,0.0295,0.0370
2021-05-07,0.0100,0.0133,0.0225,0.0275,0.0346
2021-05-10,0.0100,0.0158,0.0227,0.0275,0.0340
2021-05-11,0.0100,0.0151,0.0240,0.0280,0.0332
2021-05-12,0.0100,0.0127,0.0228,0.0271,0.0331
2021-05-13,0.0100,0.0140,0.0243,0.0275,0.0334
2021-05-14,0.0100,0.0136,0.0231,0.0265,0.0310
2021-05-17,0.0100,0.0154,0.0228,0.0262,0.0316
2021-05-18,0.0100,0.0173,0.0220,0.0250,0.0305
2021-05-19,0.0100,0.0150,0.0252,0.0276,0.0320
2021-05-20,0.0100,0.0180,0.0230,0.0270,0.0315
2021-05-21,0.0100,0.0175,0.0240,0.0277,0.0328
2021-05-24,0.0100,0.0188,0.0233,0.0275,0.0330
2021-05-25,0.0100,0.0148,0.0213,0.0265,0.0302
2021-05-26,0.0100,0.0159,0.0208,0.0250,0.0287
2021-05-27,0.0100,0.0172,0.0232,0.0264,0.0292
2021-05-28,0.0100,0.0190,0.0236,0.0250,0.0285
2021-06-01,0.0100,0.0210,0.0260,0.0285,0.0330
2021-06-02,0.0100,0.0219,0.0260,0.0290,0.0329
2021-06-03,0.0100,0.0218,0.0264,0.0280,0.0319
2021-06-04,0.0100,0.0222,0.0262,0.0295,0.0335
2021-06-07,0.0100,0.0211,0.0254,0.0285,0.0328
2021-06-08,0.0100,0.0218,0.0257,0.0290,0.0345
2021-06-09,0.0100,0.0197,0.0230,0.0265,0.0313
2021-06-10,0.0100,0.0205,0.0238,0.0260,0.0317
2021-06-11,0.0100,0.0195,0.0242,0.0265,0.0313
2021-06-14,0.0100,0.0262,0.0290,0.0325,0.0360
2021-06-15,0.0100,0.0265,0.0291,0.0325,0.0352
2021-06-16,0.0100,0.0500,0.0485,0.0485,0.0497
2021-06-17,0.0500,0.0470,0.0469,0.0480,0.0500
2021-06-18,0.0500,0.0477,0.0470,0.0475,0.0490
2021-06-21,0.0500,0.0477,0.0464,0.0480,0.0490
2021-06-22,0.0500,0.0425,0.0437,0.0440,0.0448
2021-06-23,0.0500,0.0427,0.0449,0.0455,0.0485
2021-06-24,0.0500,0.0426,0.0445,0.0455,0.0489
2021-06-25,0.0500,0.0474,0.0470,0.0480,0.0493
2021-06-28,0.0500,0.0460,0.0468,0.0470,0.0488
2021-06-29,0.0500,0.0462,0.0463,0.0465,0.0489
2021-06-30,0.0500,0.0463,0.0457,0.0464,0.0489
2021-07-01,0.0500,0.0466,0.0465,0.0475,0.0500
2021-07-02,0.0500,0.0481,0.0479,0.0480,0.0501
2021-07-06,0.0500,0.0481,0.0503,0.0475,0.0489
2021-07-07,0.0500,0.0482,0.0505,0.0500,0.0475
2021-07-08,0.0500,0.0479,0.0505,0.0497,0.0467
2021-07-09,0.0500,0.0501,0.0476,0.0481,0.0488
2021-07-12,0.0500,0.0472,0.0472,0.0484,0.0493
2021-07-13,0.0500,0.0474,0.0479,0.0487,0.0505
2021-07-14,0.0500,0.0475,0.0477,0.0482,0.0463
2021-07-15,0.0500,0.0474,0.0472,0.0476,0.0493
2021-07-16,0.0500,0.0471,0.0474,0.0476,0.0500
2021-07-19,0.0500,0.0474,0.0470,0.0475,0.0464
2021-07-20,0.0500,0.0465,0.0476,0.0476,0.0494
2021-07-21,0.0500,0.0470,0.0464,0.0478,0.0496
2021-07-22,0.0500,0.0473,0.0470,0.0475,0.0495
2021-07-23,0.0500,0.0474,0.0475,0.0480,0.0503
2021-07-26,0.0500,0.0473,0.0478,0.0485,0.0449
2021-07-27,0.0500,0.0475,0.0482,0.0490,0.0508
2021-07-28,0.0500,0.0480,0.0480,0.0490,0.0492
2021-07-29,0.0500,0.0475,0.0483,0.0490,0.0492
2021-07-30,0.0500,0.0480,0.0485,0.0490,0.0475
2021-08-02,0.0500,0.0482,0.0485,0.0490,0.0485
2021-08-03,0.0500,0.0485,0.0496,0.0485,0.0476
2021-08-04,0.0500,0.0485,0.0485,0.0485,0.0475
2021-08-05,0.0500,0.0489,0.0490,0.0490,0.0495
2021-08-06,0.0500,0.0493,0.0495,0.0495,0.0503
2021-08-09,0.0500,0.0471,0.0490,0.0490,0.0500
2021-08-10,0.0500,0.0500,0.0495,0.0507,0.0517
2021-08-11,0.0500,0.0490,0.0490,0.0495,0.0505
2021-08-12,0.0500,0.0490,0.0494,0.0495,0.0513
2021-08-13,0.0500,0.0501,0.0506,0.0510,0.0522
