Date,ON,1M,2M,3M,6M
2021-08-16,0.0500,0.0464,0.0506,0.0510,0.0525
2021-08-17,0.0500,0.0463,0.0500,0.0510,0.0524
2021-08-18,0.0500,0.0500,0.0500,0.0505,0.0520
2021-08-19,0.0500,0.0490,0.0490,0.0500,0.0526
2021-08-20,0.0500,0.0486,0.0490,0.0505,0.0518
2021-08-23,0.0500,0.0485,0.0502,0.0510,0.0527
2021-08-24,0.0500,0.0500,0.0519,0.0520,0.0535
2021-08-25,0.0500,0.0493,0.0521,0.0520,0.0545
2021-08-26,0.0500,0.0497,0.0513,0.0519,0.0533
2021-08-27,0.0500,0.0495,0.0500,0.0510,0.0522
2021-08-30,0.0500,0.0493,0.0506,0.0509,0.0515
2021-08-31,0.0500,0.0495,0.0505,0.0507,0.0515
2021-09-01,0.0500,0.0500,0.0505,0.0515,0.0520
2021-09-02,0.0500,0.0503,0.0517,0.0520,0.0528
2021-09-03,0.0500,0.0517,0.0520,0.0530,0.0534
2021-09-07,0.0500,0.0517,0.0520,0.0525,0.0533
2021-09-08,0.0500,0.0516,0.0527,0.0525,0.0531
2021-09-09,0.0500,0.0516,0.0520,0.0525,0.0522
2021-09-10,0.0500,0.0513,0.0519,0.0517,0.0520
2021-09-13,0.0500,0.0530,0.0533,0.0530,0.0523
2021-09-14,0.0500,0.0522,0.0528,0.0535,0.0525
2021-09-15,0.0500,0.0551,0.0545,0.0585,0.0552
2021-09-16,0.0500,0.0575,0.0600,0.0590,0.0570
2021-09-17,0.0500,0.0575,0.0590,0.0590,0.0557
2021-09-20,0.0500,0.0561,0.0574,0.0570,0.0553
2021-09-21,0.0500,0.0535,0.0555,0.0555,0.0539
2021-09-22,0.0500,0.0550,0.0568,0.0580,0.0549
2021-09-23,0.0500,0.0566,0.0580,0.0573,0.0561
2021-09-24,0.0500,0.0555,0.0578,0.0569,0.0563
2021-09-27,0.0500,0.0570,0.0594,0.0583,0.0575
2021-09-28,0.0500,0.0580,0.0587,0.0573,0.0565
2021-09-29,0.0500,0.0540,0.0547,0.0550,0.0543
2021-09-30,0.0500,0.0540,0.0545,0.0560,0.0545
2021-10-01,0.0500,0.0580,0.0580,0.0570,0.0549
2021-10-04,0.0500,0.0575,0.0573,0.0566,0.0544
2021-10-05,0.0500,0.0575,0.0572,0.0565,0.0550
2021-10-06,0.0500,0.0536,0.0548,0.0556,0.0546
2021-10-07,0.0500,0.0530,0.0530,0.0545,0.0555
2021-10-08,0.0500,0.0525,0.0535,0.0540,0.0555
2021-10-12,0.0500,0.0530,0.0530,0.0545,0.0565
2021-10-13,0.0500,0.0520,0.0527,0.0544,0.0595
2021-10-14,0.0500,0.0515,0.0530,0.0538,0.0590
2021-10-15,0.0500,0.0523,0.0530,0.0549,0.0606
2021-10-18,0.0500,0.0480,0.0490,0.0520,0.0610
2021-10-19,0.0300,0.0480,0.0490,0.0518,0.0601
2021-10-20,0.0300,0.0395,0.0421,0.0446,0.0557
2021-10-21,0.0300,0.0430,0.0452,0.0467,0.0600
2021-10-22,0.0500,0.0440,0.0454,0.0457,0.0620
2021-10-25,0.0400,0.0458,0.0460,0.0477,0.0602
2021-10-26,0.0500,0.0421,0.0425,0.0448,0.0585
2021-10-27,0.0500,0.0444,0.0450,0.0480,0.0630
2021-10-28,0.0500,0.0435,0.0448,0.0470,0.0620
2021-10-29,0.0500,0.0442,0.0462,0.0488,0.0671
2021-11-01,0.0500,0.0440,0.0460,0.0483,0.0631
2021-11-02,0.0500,0.0437,0.0436,0.0453,0.0550
2021-11-03,0.0500,0.0435,0.0430,0.0446,0.0570
2021-11-04,0.0500,0.0440,0.0445,0.0460,0.0565
2021-11-05,0.0500,0.0440,0.0440,0.0465,0.0540
2021-11-08,0.0500,0.0445,0.0445,0.0480,0.0590
2021-11-09,0.0500,0.0455,0.0450,0.0476,0.0557
2021-11-10,0.0500,0.0455,0.0480,0.0510,0.0652
2021-11-12,0.0500,0.0450,0.0482,0.0505,0.0685
2021-11-15,0.0500,0.0451,0.0485,0.0525,0.0710
2021-11-16,0.0500,0.0460,0.0485,0.0515,0.0717
2021-11-17,0.0500,0.0462,0.0491,0.0526,0.0713
2021-11-18,0.0500,0.0466,0.0500,0.0535,0.0695
2021-11-19,0.0500,0.0470,0.0488,0.0530,0.0762
2021-11-22,0.0500,0.0495,0.0507,0.0549,0.0850
2021-11-23,0.0500,0.0501,0.0514,0.0560,0.0860
2021-11-24,0.0500,0.0530,0.0524,0.0545,0.0954
2021-11-26,0.0500,0.0530,0.0517,0.0538,0.0742
2021-11-29,0.0500,0.0525,0.0520,0.0540,0.0750
2021-11-30,0.0500,0.0540,0.0530,0.0553,0.0923
2021-12-01,0.0500,0.0538,0.0535,0.0547,0.0895
2021-12-02,0.0500,0.0531,0.0535,0.0557,0.0967
2021-12-03,0.0500,0.0525,0.0539,0.0558,0.0934
2021-12-06,0.0500,0.0535,0.0550,0.0574,0.1055
2021-12-07,0.0500,0.0530,0.0552,0.0590,0.1184
2021-12-08,0.0500,0.0533,0.0555,0.0585,0.1130
2021-12-09,0.0500,0.0540,0.0560,0.0590,0.1209
2021-12-10,0.0500,0.0527,0.0559,0.0590,0.1190
2021-12-13,0.0500,0.0575,0.0598,0.0641,0.1162
2021-12-14,0.0500,0.0592,0.0645,0.0675,0.1251
2021-12-15,0.0500,0.0540,0.0580,0.0610,0.1359
2021-12-16,0.0500,0.0545,0.0578,0.0626,0.1420
2021-12-17,0.0500,0.0540,0.0574,0.0640,0.1500
2021-12-20,0.0400,0.0560,0.0574,0.0660,0.1520
2021-12-21,0.0500,0.0521,0.0554,0.0665,0.1596
2021-12-22,0.0500,0.0518,0.0560,0.0690,0.1660
2021-12-23,0.0500,0.0520,0.0560,0.0770,0.1790
2021-12-27,0.0500,0.0534,0.0563,0.0787,0.1868
2021-12-28,0.0500,0.0532,0.0567,0.0825,0.1960
2021-12-29,0.0500,0.0529,0.0570,0.0845,0.1930
2021-12-30,0.0500,0.0535,0.0582,0.0890,0.1915
2021-12-31,0.0500,0.0534,0.0580,0.0890,0.1930
2022-01-03,0.0500,0.0535,0.0565,0.0908,0.2001
2022-01-04,0.0500,0.0527,0.0552,0.0908,0.1974
2022-01-05,0.0500,0.0531,0.0560,0.0982,0.2180
2022-01-06,0.0500,0.0563,0.0600,0.1118,0.2390
2022-01-07,0.0500,0.0588,0.0624,0.1143,0.2373
2022-01-10,0.0500,0.0608,0.0650,0.1210,0.2505
2022-01-11,0.0500,0.0563,0.0584,0.1172,0.2460
2022-01-12,0.0500,0.0551,0.0566,0.1232,0.2641
2022-01-13,0.0500,0.0555,0.0605,0.1341,0.2712
2022-01-14,0.0500,0.0576,0.0739,0.1435,0.2935
2022-01-18,0.0500,0.0585,0.0792,0.1569,0.3270
2022-01-19,0.0500,0.0600,0.0795,0.1645,0.3334
2022-01-20,0.0400,0.0609,0.0910,0.1690,0.3345
2022-01-21,0.0500,0.0579,0.0910,0.1638,0.3270
2022-01-24,0.0400,0.0575,0.1000,0.1629,0.3222
2022-01-25,0.0500,0.0584,0.1035,0.1706,0.3408
2022-01-26,0.0400,0.0515,0.1052,0.1855,0.3840
2022-01-27,0.0400,0.0495,0.1210,0.1978,0.4110
2022-01-28,0.0500,0.0493,0.1230,0.1964,0.4127
2022-01-31,0.0500,0.0486,0.1400,0.2080,0.4385
2022-02-01,0.0500,0.0500,0.1350,0.1999,0.4200
2022-02-02,0.0500,0.0498,0.1339,0.1980,0.4152
2022-02-03,0.0500,0.0497,0.1549,0.2325,0.4560
2022-02-04,0.0500,0.0588,0.1856,0.2685,0.5285
2022-02-07,0.0500,0.0575,0.1830,0.2510,0.5090
2022-02-08,0.0500,0.0560,0.1908,0.2684,0.5340
2022-02-09,0.0400,0.0575,0.1903,0.2711,0.5440
2022-02-10,0.0500,0.1235,0.3040,0.4045,0.7080
2022-02-11,0.0500,0.0885,0.2489,0.3460,0.6638
2022-02-14,0.0500,0.0715,0.2655,0.3613,0.6710
2022-02-15,0.0500,0.0690,0.2689,0.3657,0.6677
2022-02-16,0.0500,0.0734,0.2520,0.3465,0.6322
2022-02-17,0.0500,0.1205,0.2644,0.3653,0.6380
2022-02-18,0.0500,0.1220,0.2493,0.3443,0.6150
2022-02-22,0.0500,0.1436,0.2770,0.3870,0.6785
2022-02-23,0.0500,0.1530,0.2737,0.3882,0.6852
2022-02-24,0.0500,0.1841,0.2597,0.3720,0.6455
2022-02-25,0.0500,0.2066,0.2872,0.4040,0.6600
2022-02-28,0.0500,0.2131,0.2626,0.3650,0.5970
2022-03-01,0.0500,0.2155,0.2630,0.3615,0.5725
2022-03-02,0.0500,0.2151,0.2625,0.3903,0.6511
2022-03-03,0.0500,0.2435,0.3028,0.4105,0.6755
2022-03-04,0.0500,0.2410,0.2920,0.4015,0.6555
2022-03-07,0.0500,0.2494,0.2965,0.4140,0.6835
2022-03-08,0.0500,0.2564,0.3066,0.4169,0.6884
2022-03-09,0.0500,0.2712,0.3305,0.4493,0.7290
2022-03-10,0.0500,0.2883,0.3590,0.4610,0.7435
2022-03-11,0.0500,0.2993,0.3750,0.4750,0.7760
2022-03-14,0.0500,0.3226,0.3993,0.5130,0.8269
2022-03-15,0.0500,0.3346,0.4115,0.5189,0.8340
2022-03-16,0.0500,0.3143,0.3826,0.5007,0.8140
2022-03-17,0.3000,0.3050,0.3999,0.4975,0.8191
2022-03-18,0.3000,0.3042,0.4117,0.5202,0.8563
2022-03-21,0.2900,0.3100,0.4349,0.5610,0.9413
2022-03-22,0.2800,0.3108,0.4462,0.5799,0.9763
2022-03-23,0.2700,0.3050,0.4465,0.5917,0.9625
2022-03-24,0.2700,0.3003,0.4817,0.6158,1.0132
2022-03-25,0.2800,0.3044,0.4898,0.6335,1.0480
2022-03-28,0.2800,0.3085,0.4955,0.6440,1.0650
2022-03-29,0.2800,0.3040,0.4899,0.6391,1.0545
2022-03-30,0.2700,0.2975,0.4898,0.6384,1.0475
2022-03-31,0.2900,0.2880,0.5128,0.6670,1.0680
2022-04-01,0.3000,0.2968,0.5255,0.6877,1.1100
2022-04-04,0.3000,0.3190,0.5405,0.7065,1.1200
2022-04-05,0.3000,0.3610,0.5530,0.7240,1.1505
2022-04-06,0.3000,0.3660,0.5665,0.7418,1.1838
2022-04-07,0.3000,0.3986,0.5950,0.7740,1.1960
2022-04-08,0.3000,0.4175,0.5975,0.7860,1.2180
2022-04-11,0.3000,0.4372,0.6159,0.8070,1.2315
2022-04-12,0.2900,0.4630,0.6117,0.8010,1.2040
2022-04-13,0.2900,0.5043,0.6850,0.8465,1.2423
2022-04-14,0.2900,0.5194,0.6952,0.8569,1.2667
2022-04-18,0.2900,0.5377,0.7005,0.8747,1.2795
2022-04-19,0.2800,0.5714,0.7146,0.8995,1.3335
2022-04-20,0.2700,0.5744,0.7280,0.9148,1.3594
2022-04-21,0.2600,0.6260,0.8075,0.9650,1.4260
2022-04-22,0.2700,0.6394,0.8180,0.9850,1.4800
2022-04-25,0.2700,0.6575,0.8305,1.0043,1.4981
2022-04-26,0.2700,0.6774,0.8315,0.9947,1.4590
2022-04-27,0.2800,0.6943,0.8567,1.0230,1.5045
2022-04-28,0.2800,0.7470,0.9385,1.0910,1.5440
2022-04-29,0.2800,0.7730,0.9715,1.1419,1.6210
2022-05-02,0.3000,0.7870,0.9653,1.1340,1.5975
2022-05-03,0.3000,0.8065,0.9870,1.1635,1.6460
2022-05-04,0.3000,0.7906,0.9690,1.1556,1.5870
2022-05-05,0.7900,0.7891,1.0103,1.1814,1.6225
2022-05-06,0.7800,0.7869,1.0086,1.1874,1.6220
2022-05-09,0.7800,0.7842,1.0045,1.1800,1.5990
2022-05-10,0.7800,0.7795,1.0150,1.1990,1.6304
2022-05-11,0.7800,0.7790,1.0210,1.2220,1.6480
2022-05-12,0.7900,0.7775,1.0540,1.2400,1.6575
2022-05-13,0.7900,0.7975,1.0634,1.2540,1.6683
2022-05-16,0.8000,0.8607,1.0660,1.2650,1.6810
2022-05-17,0.8000,0.8656,1.0745,1.2850,1.7283
2022-05-18,0.7900,0.8670,1.0799,1.3020,1.7250
2022-05-19,0.7900,0.9030,1.1125,1.3201,1.7340
2022-05-20,0.7800,0.9213,1.1169,1.3247,1.7295
2022-05-23,0.7800,0.9663,1.1315,1.3499,1.7578
2022-05-24,0.7800,0.9680,1.1325,1.3472,1.7335
2022-05-25,0.7800,0.9723,1.1393,1.3638,1.7300
2022-05-26,0.7800,1.0280,1.1734,1.3910,1.7530
2022-05-27,0.7800,1.0404,1.2016,1.3928,1.7550
2022-05-31,0.7900,1.0795,1.2195,1.4130,1.8000
2022-06-01,0.8000,1.0878,1.2367,1.4400,1.8368
2022-06-02,0.7900,1.1252,1.3026,1.4610,1.8560
2022-06-03,0.7800,1.1435,1.3132,1.4723,1.8710
2022-06-06,0.7800,1.1603,1.3245,1.4899,1.8920
2022-06-07,0.7700,1.1855,1.3395,1.4972,1.8933
2022-06-08,0.7600,1.1949,1.3547,1.5163,1.9195
2022-06-09,0.7500,1.2376,1.4160,1.5434,1.9500
2022-06-10,0.7500,1.2687,1.4645,1.6093,2.0990
2022-06-13,0.7300,1.4370,1.6563,1.8267,2.3790
2022-06-14,0.6900,1.4790,1.7222,1.8935,2.4806
2022-06-15,0.7000,1.4994,1.7393,1.8995,2.4535
2022-06-16,1.4500,1.4994,1.7873,1.9290,2.5005
2022-06-17,1.4500,1.4970,1.7970,1.9393,2.5190
2022-06-21,1.4500,1.5030,1.8205,1.9710,2.5671
2022-06-22,1.4500,1.4841,1.8092,1.9815,2.5520
2022-06-23,1.4400,1.4860,1.8580,2.0058,2.5485
2022-06-24,1.4600,1.4986,1.8570,2.0075,2.5290
2022-06-27,1.5000,1.5264,1.8801,2.0425,2.5697
2022-06-28,1.5200,1.5280,1.8868,2.0480,2.5763
2022-06-29,1.5100,1.5884,1.8920,2.0684,2.5845
2022-06-30,1.5000,1.6760,1.9380,2.0988,2.5865
2022-07-01,1.5200,1.7297,1.9444,2.1130,2.5850
2022-07-05,1.5400,1.7380,1.9628,2.1260,2.5845
2022-07-06,1.5400,1.7710,2.0055,2.2019,2.6580
2022-07-07,1.5400,1.8420,2.0448,2.2201,2.6771
2022-07-08,1.5300,1.8855,2.0785,2.2685,2.7510
2022-07-11,1.5300,1.9310,2.0922,2.2862,2.7557
2022-07-12,1.5400,1.9445,2.1045,2.3023,2.7686
2022-07-13,1.5300,2.0552,2.2480,2.5141,3.0194
2022-07-14,1.5300,2.0915,2.2296,2.4693,2.9360
2022-07-15,1.5400,2.0957,2.2133,2.4391,2.8920
2022-07-18,1.5400,2.1328,2.2256,2.4549,2.9085
2022-07-19,1.5400,2.1640,2.2530,2.4872,2.9560
2022-07-20,1.5300,2.1797,2.2600,2.5068,2.9500
2022-07-21,1.5300,2.2506,2.3320,2.5318,2.9399
2022-07-22,1.5200,2.2599,2.3254,2.5170,2.8930
2022-07-25,1.5300,2.2980,2.3605,2.5460,2.9250
2022-07-26,1.5300,2.3212,2.3807,2.5575,2.9380
2022-07-27,1.5300,2.2896,2.3590,2.5420,2.8955
2022-07-28,2.2800,2.2798,2.3825,2.5364,2.8650
2022-07-29,2.2700,2.2847,2.3915,2.5508,2.8948
2022-08-01,2.2800,2.2850,2.3912,2.5504,2.8800
2022-08-02,2.3000,2.2900,2.4123,2.5830,2.9530
2022-08-03,2.2900,2.2922,2.4250,2.6097,2.9613
2022-08-04,2.2900,2.2920,2.4710,2.6170,2.9719
2022-08-05,2.2800,2.3040,2.5150,2.6870,3.0936
2022-08-08,2.2800,2.3135,2.5160,2.6960,3.0873
2022-08-09,2.2900,2.3113,2.5220,2.7332,3.1245
2022-08-10,2.2800,2.2950,2.5035,2.6923,3.0736
2022-08-11,2.2800,2.2961,2.5335,2.7011,3.0770
2022-08-12,2.2800,2.2944,2.5410,2.7184,3.0930
2022-08-15,2.2900,2.2940,2.5400,2.7220,3.0810
2022-08-16,2.2900,2.2995,2.5525,2.7379,3.1136
2022-08-17,2.2900,2.2940,2.5555,2.7500,3.1140
2022-08-18,2.2800,2.2939,2.5950,2.7745,3.1180
2022-08-19,2.2800,2.3146,2.5994,2.7865,3.1300
2022-08-22,2.2800,2.3740,2.6285,2.8347,3.1905
2022-08-23,2.2700,2.3730,2.6340,2.8350,3.2025
2022-08-24,2.2700,2.3763,2.6516,2.8754,3.2365
2022-08-25,2.2800,2.4360,2.6925,2.8950,3.2510
2022-08-26,2.2800,2.4530,2.6960,2.9095,3.2605
2022-08-29,2.2800,2.4627,2.7220,2.9435,3.3125
2022-08-30,2.2900,2.5095,2.7227,2.9488,3.3230
2022-08-31,2.2900,2.5205,2.7410,2.9746,3.3535
2022-09-01,2.2900,2.5968,2.8195,3.0235,3.3935
2022-09-02,2.2900,2.5963,2.7932,2.9897,3.3355
2022-09-06,2.2900,2.6720,2.8495,3.0590,3.4310
2022-09-07,2.2800,2.6904,2.8760,3.0790,3.4270
2022-09-08,2.2800,2.7556,2.9765,3.1461,3.4940
2022-09-09,2.2800,2.7830,2.9947,3.1765,3.5400
2022-09-12,2.2800,2.8135,3.0161,3.2034,3.5655
2022-09-13,2.2800,2.9260,3.1440,3.3480,3.7760
2022-09-14,2.2700,2.9276,3.1540,3.3647,3.8075
2022-09-15,2.2800,2.9947,3.2371,3.4195,3.8625
2022-09-16,2.2700,3.0195,3.2485,3.4369,3.8455
2022-09-19,2.2700,3.0463,3.2675,3.4649,3.8855
2022-09-20,2.2600,3.0771,3.2920,3.4830,3.9000
2022-09-21,2.2500,3.0387,3.2689,3.4711,3.9326
2022-09-22,2.9900,3.0320,3.3153,3.5175,3.9690
2022-09-23,2.9900,3.0367,3.3235,3.5270,3.9850
2022-09-26,2.9900,3.0438,3.3331,3.5466,3.9990
2022-09-27,2.9800,3.0320,3.3190,3.5226,3.9435
2022-09-28,2.9800,3.0218,3.3235,3.5270,3.9284
2022-09-29,2.9600,3.0175,3.3610,3.5699,3.9658
2022-09-30,2.9800,3.0450,3.3790,3.5997,4.0045
2022-10-03,3.0000,3.1128,3.3892,3.6137,3.9882
2022-10-04,3.0400,3.1241,3.4155,3.6427,4.0147
2022-10-05,3.0400,3.1277,3.4295,3.6745,4.0390
2022-10-06,3.0500,3.2698,3.4910,3.7380,4.1190
2022-10-07,3.0500,3.2795,3.5055,3.7707,4.1660
2022-10-11,3.0500,3.2955,3.5290,3.7995,4.1960
2022-10-12,3.0400,3.3022,3.5387,3.8304,4.2028
2022-10-13,3.0400,3.3950,3.6616,3.9265,4.3745
2022-10-14,3.0400,3.4190,3.6664,3.9349,4.3924
2022-10-17,3.0500,3.4635,3.6720,3.9468,4.3945
2022-10-18,3.0400,3.4735,3.6910,3.9551,4.3835
2022-10-19,3.0400,3.4960,3.7267,4.0020,4.4400
2022-10-20,3.0300,3.5790,3.8314,4.0405,4.4840
2022-10-21,3.0200,3.5886,3.8225,4.0169,4.4110
2022-10-24,3.0100,3.6299,3.8413,4.0445,4.4540
2022-10-25,3.0200,3.6460,3.8505,4.0510,4.4470
2022-10-26,3.0300,3.6534,3.8522,4.0442,4.4117
2022-10-27,3.0400,3.7134,3.8975,4.0666,4.3875
2022-10-28,3.0500,3.7380,3.9495,4.0950,4.4662
2022-10-31,3.0500,3.7736,3.9806,4.1295,4.5172
2022-11-01,3.0500,3.8039,3.9986,4.1500,4.5400
2022-11-02,3.0500,3.8078,4.0059,4.1690,4.5435
2022-11-03,3.8000,3.8045,4.0511,4.1940,4.5975
2022-11-04,3.8000,3.7998,4.0406,4.1865,4.5665
2022-11-07,3.7800,3.7996,4.0518,4.2090,4.5960
2022-11-08,3.7800,3.7970,4.0548,4.2125,4.5815
2022-11-09,3.7800,3.7940,4.1026,4.2440,4.5920
2022-11-10,3.7800,3.7902,4.0789,4.2154,4.5289
2022-11-14,3.7900,3.8130,4.0882,4.2295,4.5382
2022-11-15,3.8000,3.8710,4.0948,4.2395,4.5280
2022-11-16,3.8100,3.8733,4.1041,4.2632,4.5455
2022-11-17,3.8000,3.9110,4.1465,4.2902,4.5970
2022-11-18,3.8000,3.9295,4.1588,4.3145,4.6338
2022-11-21,3.8000,3.9572,4.1707,4.3344,4.6578
2022-11-22,3.8000,4.0235,4.1990,4.3790,4.6875
2022-11-23,3.7900,4.0544,4.2269,4.3901,4.6820
2022-11-25,3.8000,4.0655,4.2290,4.3904,4.6835
2022-11-28,3.8000,4.0813,4.2325,4.3941,4.6750
2022-11-29,3.8100,4.1205,4.2400,4.4009,4.6840
2022-11-30,3.8200,4.1254,4.2402,4.3940,4.6581
2022-12-01,3.8200,4.1679,4.2858,4.4154,4.6470
2022-12-02,3.8100,4.1830,4.2925,4.4270,4.6700
2022-12-05,3.8100,4.2128,4.3105,4.4480,4.7195
2022-12-06,3.8000,4.2161,4.3203,4.4541,4.7123
2022-12-07,3.8000,4.2258,4.3303,4.4540,4.6935
2022-12-08,3.8000,4.2770,4.3765,4.4840,4.7185
2022-12-09,3.8000,4.2941,4.3876,4.4965,4.7325
2022-12-12,3.8000,4.3132,4.4150,4.5194,4.7590
2022-12-13,3.8000,4.3215,4.4040,4.4950,4.6915
2022-12-14,3.8000,4.3250,4.4052,4.4905,4.6844
2022-12-15,4.3200,4.3167,4.4241,4.5035,4.7055
2022-12-16,4.3200,4.3167,4.4279,4.5043,4.6897
2022-12-19,4.3000,4.3163,4.4360,4.5206,4.7170
2022-12-20,4.3000,4.3180,4.4415,4.5213,4.7133
2022-12-21,4.3000,4.3167,4.4407,4.5172,4.7050
2022-12-22,4.3000,4.3180,4.4665,4.5450,4.7399
2022-12-23,4.3000,4.3203,4.4748,4.5575,4.7550
2022-12-27,4.3000,4.3220,4.4822,4.5700,4.7850
2022-12-28,4.3000,4.3185,4.4757,4.5635,4.7670
2022-12-29,4.3000,4.3287,4.4922,4.5826,4.7792
2022-12-30,4.3000,4.3565,4.5045,4.5900,4.8005
2023-01-03,4.3100,4.3618,4.5098,4.5993,4.8013
2023-01-04,4.3000,4.3635,4.5114,4.6032,4.8003
2023-01-05,4.3100,4.3995,4.5440,4.6486,4.8549
2023-01-06,4.3100,4.4024,4.5258,4.6188,4.8075
2023-01-09,4.3100,4.4250,4.5290,4.6150,4.7937
2023-01-10,4.3100,4.4304,4.5370,4.6250,4.8028
2023-01-11,4.3000,4.4351,4.5430,4.6340,4.8075
2023-01-12,4.3000,4.4552,4.5315,4.6208,4.7900
2023-01-13,4.3000,4.4753,4.5379,4.6257,4.7942
2023-01-17,4.3100,4.4820,4.5437,4.6332,4.7972
2023-01-18,4.3000,4.4847,4.5464,4.6303,4.7754
2023-01-19,4.3100,4.5088,4.5600,4.6520,4.8012
2023-01-20,4.3000,4.5118,4.5610,4.6518,4.8080
2023-01-23,4.3000,4.5274,4.5785,4.6592,4.8173
2023-01-24,4.3000,4.5286,4.5770,4.6599,4.8162
2023-01-25,4.3100,4.5293,4.5740,4.6560,4.8017
2023-01-26,4.3000,4.5544,4.6005,4.6729,4.8235
2023-01-27,4.3000,4.5574,4.6022,4.6699,4.8190
2023-01-30,4.3000,4.5670,4.6183,4.6824,4.8330
2023-01-31,4.3100,4.5747,4.6210,4.6830,4.8280
2023-02-01,4.3100,4.5677,4.6153,4.6800,4.8155
2023-02-02,4.5600,4.5671,4.6235,4.6923,4.8218
2023-02-03,4.5500,4.5665,4.6330,4.7100,4.8883
2023-02-06,4.5500,4.5665,4.6495,4.7228,4.9445
2023-02-07,4.5500,4.5624,4.6480,4.7258,4.9445
2023-02-08,4.5500,4.5605,4.6483,4.7300,4.9412
2023-02-09,4.5500,4.5623,4.6640,4.7570,4.9625
2023-02-10,4.5500,4.5624,4.6690,4.7600,4.9770
2023-02-13,4.5500,4.5632,4.6819,4.7649,4.9883
2023-02-14,4.5500,4.5634,4.6845,4.7720,5.0106
2023-02-15,4.5500,4.5620,4.6851,4.7770,5.0073
2023-02-16,4.5500,4.5605,4.7092,4.8108,5.0395
2023-02-17,4.5500,4.5610,4.7173,4.8160,5.0515
2023-02-21,4.5500,4.5630,4.7328,4.8420,5.0990
2023-02-22,4.5500,4.5705,4.7385,4.8555,5.1121
2023-02-23,4.5500,4.6045,4.7557,4.8873,5.1209
2023-02-24,4.5500,4.6143,4.7535,4.8834,5.1353
2023-02-27,4.5500,4.6597,4.7607,4.8878,5.1400
2023-02-28,4.5500,4.6617,4.7643,4.8930,5.1555
2023-03-01,4.5500,4.6690,4.7779,4.9175,5.1827
2023-03-02,4.5500,4.6934,4.8068,4.9228,5.1772
2023-03-03,4.5500,4.7070,4.8165,4.9391,5.1925
2023-03-06,4.5500,4.7286,4.8227,4.9530,5.2110
2023-03-07,4.5500,4.7906,4.9131,5.0590,5.3520
2023-03-08,4.5500,4.8115,4.9452,5.1020,5.4000
2023-03-09,4.5500,4.8261,4.9579,5.0727,5.3220
2023-03-10,4.5500,4.7956,4.9057,5.0052,5.1840
2023-03-13,4.5500,4.6647,4.6988,4.7287,4.5405
2023-03-14,4.5500,4.7415,4.8080,4.8735,4.8440
2023-03-15,4.5800,4.6681,4.7165,4.7470,4.5535
2023-03-16,4.5700,4.7511,4.8150,4.8550,4.7970
2023-03-17,4.5500,4.7240,4.7574,4.7627,4.5769
2023-03-20,4.5500,4.7544,4.8079,4.8397,4.7268
2023-03-21,4.5500,4.7810,4.8433,4.8894,4.8820
2023-03-22,4.5500,4.8054,4.8550,4.8810,4.8202
2023-03-23,4.8000,4.7976,4.8477,4.8560,4.7563
2023-03-24,4.8000,4.7934,4.8285,4.8317,4.7201
2023-03-27,4.8100,4.8115,4.8795,4.9040,4.8600
2023-03-28,4.8400,4.8060,4.8645,4.8894,4.8625
2023-03-29,4.8300,4.8025,4.8640,4.8905,4.8711
2023-03-30,4.8200,4.8035,4.8860,4.9095,4.8996
2023-03-31,4.8700,4.8067,4.8900,4.9149,4.9098
2023-04-03,4.8400,4.8138,4.9038,4.9360,4.9334
